,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Windows - ICMP and TCP Connect,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Linux - ICMP and SSH Banner,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,SNMP - All,,,,,,,,,,,,,,,,
,,,,,,,,,,OS,,,Application,,,Exporter_Blackbox,,,,,,,,,,Review / Tuning,,,,,,
Configuration Item Name,Location,Country,Domain,Status,Secret Server URL,Hostnames,FQDN,IP Address,Application Ports,Exporter_name_os,Done,OS-Listen-Port,Exporter_name_app,Done,App-Listen-Port,http_2xx,icmp,ssh-banner,tcp-connect,SNMP,Exporter_SSL,Notes,Description,Story #,Completed,Review comments,MaaS alarm,Resolution,comm_string,ssh_username,ssh_password,jmx_ports
avaya-1-cm,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,avaya-1-cm,avaya-1-cm.test.org,192.168.1.1,,n/a,TRUE,3401,exporter_acm,TRUE,3601,,TRUE,TRUE,,,TRUE,,Avaya Communication Manager,MD-xxxx,,,,,,,,
avaya-1-ess,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,avaya-1-ess,avaya-1-ess.test.org,192.168.1.2,,exporter_linux,TRUE,3402,exporter_acm,TRUE,3602,,TRUE,TRUE,,,TRUE,,,,,,,,,testy,testypword,
avaya-1-lsp,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,avaya-1-lsp,avaya-1-lsp.test.org,192.168.1.3,,exporter_linux,TRUE,3403,exporter_acm,TRUE,3603,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-2-lsp,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-2-lsp,Avaya-2-lsp.test.org,192.168.1.4,,exporter_linux,TRUE,3404,exporter_acm,TRUE,3604,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-3-lsp,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-3-lsp,Avaya-3-lsp.test.org,192.168.1.5,,exporter_linux,TRUE,3405,exporter_acm,TRUE,3605,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-4-lsp,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-4-lsp,Avaya-4-lsp.test.org,192.168.1.6,,exporter_linux,TRUE,3406,exporter_acm,TRUE,3606,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-gateway-1,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-1,Avaya-gateway-1.test.org,192.168.1.7,,exporter_linux,TRUE,3407,exporter_gateway,TRUE,3607,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-gateway-2,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-2,Avaya-gateway-2.test.org,192.168.1.8,,exporter_linux,TRUE,3408,exporter_gateway,TRUE,3608,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-gateway-3,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-3,Avaya-gateway-3.test.org,192.168.1.9,,exporter_linux,TRUE,3409,exporter_gateway,TRUE,3609,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-gateway-4,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-4,Avaya-gateway-4.test.org,192.168.1.10,,exporter_linux,TRUE,3410,exporter_gateway,TRUE,3610,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-gateway-5,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-5,Avaya-gateway-5.test.org,192.168.1.11,,exporter_linux,TRUE,3411,exporter_gateway,TRUE,3611,,TRUE,TRUE,,,,,,,,,,,thiscommunity,,,
Avaya-gateway-6,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-gateway-6,Avaya-gateway-6.test.org,192.168.1.12,,exporter_linux,TRUE,3412,exporter_gateway,TRUE,3612,,TRUE,TRUE,,,,,,,,,,,,,,
Windows-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Windows-1,Windows-1.test.org,192.168.1.13,,exporter_windows,TRUE,3413,,TRUE,3613,,TRUE,,,,,,,,,,,,,,,
Windows-2,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Windows-2,Windows-2.test.org,192.168.1.14,,exporter_windows,TRUE,3414,,TRUE,3614,,TRUE,,,,,,,,,,,,,,,
Windows-3,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Windows-3,Windows-3.test.org,192.168.1.15,,exporter_windows,TRUE,3415,,TRUE,3615,,TRUE,,,,,,,,,,,,,,,
Windows-4,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Windows-4,Windows-4.test.org,192.168.1.16,,exporter_windows,TRUE,3416,,TRUE,3616,,TRUE,,,,,,,,,,,,,,,
Windows-5,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Windows-5,Windows-5.test.org,192.168.1.17,,exporter_windows,TRUE,3417,,TRUE,3617,,TRUE,,,,,,,,,,,,,,,
Windows-6,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Windows-6,Windows-6.test.org,192.168.1.18,,exporter_windows,TRUE,3418,,TRUE,3618,,TRUE,,,,,,,,,,,,,,,
Avaya-AES-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-AES-1,Avaya-AES-1.test.org,192.168.1.19,,exporter_linux,TRUE,3419,exporter_aes,TRUE,3619,,TRUE,TRUE,,,TRUE,,,,,,,,,mystery,man_of,
Avaya-AES-2,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-AES-2,Avaya-AES-2.test.org,192.168.1.20,,exporter_linux,TRUE,3420,exporter_aes,TRUE,3620,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-AES-3,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AES-3,Avaya-AES-3.test.org,192.168.1.21,,exporter_linux,TRUE,3421,exporter_aes,TRUE,3621,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-AES-4,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AES-4,Avaya-AES-4.test.org,192.168.1.22,,exporter_linux,TRUE,3422,exporter_aes,TRUE,3622,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-AES-5,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AES-5,Avaya-AES-5.test.org,192.168.1.23,,exporter_linux,TRUE,3423,exporter_aes,TRUE,3623,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-SBC-1,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-1,Avaya-SBC-1.test.org,192.168.1.24,,exporter_linux,TRUE,3424,exporter_avayasbc,TRUE,3624,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-SBC-2,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-2,Avaya-SBC-2.test.org,192.168.1.25,,exporter_linux,TRUE,3425,exporter_avayasbc,TRUE,3625,,TRUE,TRUE,,,TRUE,,,,,,,,comstring2345,,,
Avaya-SBC-3,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-3,Avaya-SBC-3.test.org,192.168.1.26,,exporter_linux,TRUE,3426,exporter_avayasbc,TRUE,3626,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-SBC-4,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-4,Avaya-SBC-4.test.org,192.168.1.27,,exporter_linux,TRUE,3427,exporter_avayasbc,TRUE,3627,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-SBC-5,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-5,Avaya-SBC-5.test.org,192.168.1.28,,exporter_linux,TRUE,3428,exporter_avayasbc,TRUE,3628,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-SBC-6,Glasgow,GB,.test.org,,http://dummysecret.org/somepassword,Avaya-SBC-6,Avaya-SBC-6.test.org,192.168.1.29,,exporter_linux,TRUE,3429,exporter_avayasbc,TRUE,3629,,TRUE,TRUE,,,,,,,,,,,,,,
TCTI-windows-1,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,TCTI-windows-1,TCTI-windows-1.test.org,192.168.1.30,,exporter_windows,TRUE,3430,exporter_jmx,TRUE,3630,,TRUE,,,,,,,,,,,,,,,"8289,8290,8291"
TCTI-windows-2,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,TCTI-windows-2,TCTI-windows-2.test.org,192.168.1.31,,exporter_windows,TRUE,3431,exporter_jmx,TRUE,3631,,TRUE,,,,,,,,,,,,,,,
TCTI-windows-3,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,TCTI-windows-3,TCTI-windows-3.test.org,192.168.1.32,,exporter_windows,TRUE,3432,exporter_tcti,TRUE,3632,,TRUE,,,,,,,,,,,,,,,"8490,8491"
TCTI-windows-4,Birmingham,GB,.test.org,,http://dummysecret.org/somepassword,TCTI-windows-4,TCTI-windows-4.test.org,192.168.1.33,,exporter_windows,TRUE,3433,exporter_tcti,TRUE,3633,,TRUE,,,,,,,,,,,,,,,
Avaya-AMS-1,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-AMS-1,Avaya-AMS-1.test.org,192.168.1.34,,exporter_linux,TRUE,3434,exporter_ams,TRUE,3634,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-AMS-2,Paris,FR,.test.org,,http://dummysecret.org/somepassword,Avaya-AMS-2,Avaya-AMS-2.test.org,192.168.1.35,,exporter_linux,TRUE,3435,exporter_ams,TRUE,3635,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-AMS-3,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AMS-3,Avaya-AMS-3.test.org,192.168.1.36,,exporter_linux,TRUE,3436,exporter_ams,TRUE,3636,,TRUE,TRUE,,,,,,,,,,,,,,
Avaya-AAM-1,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AAM-1,Avaya-AAM-1.test.org,192.168.1.37,,exporter_linux,TRUE,3437,exporter_aam,TRUE,3637,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
Avaya-AAM-2,Telford,Nirvana,.test.org,,http://dummysecret.org/somepassword,Avaya-AAM-2,Avaya-AAM-2.test.org,192.168.1.38,,exporter_linux,TRUE,3438,exporter_aam,TRUE,3638,,TRUE,TRUE,,,TRUE,,,,,,,,,,,
